record_id,protocol,fold,role,split_group,source_group,waterbody_group,sample_date
3ec6b6cbec43f1e8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Dagowsee,2015-07-09
961f661c1108d018,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Domjuchsee,2015-09-07
08eee8430b639c02,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Fuirstensersee,2015-09-07
2a07c843f81a98dd,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Fukuschkule,2015-09-03
4f42011da318a019,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kleiner Wentowsee,2015-09-01
804236c18df57826,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:LangerSee,2015-07-27
c7ad3ed522e036f6,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Muggelsee,2015-08-25
14ca4c15fd86251b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Oberuckersee,2015-08-07
7a33c7a0b7812116,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Peetschsee,2015-08-16
0348407e64fd92ad,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Pfsarrsee,2015-09-07
1dd26b2cd7db5425,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Plauersee,2015-08-19
bbb1f96dd62df49c,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Platinsee,2015-08-31
6eaf2c72625653a8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Prebelowsee,2015-09-15
dcdf92c828d4a2cf,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Roblinsee,2015-08-31
c2aa26c2a65300d4,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Roofensee,2015-09-01
5944ca6f7e274421,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Scharmutzelsee,2015-07-20
3bdd369cff0f47f1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Schlabornsee,2015-09-02
82bd92d82f25a342,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Schwedtsee,2015-08-31
9b15e3853228455b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Stechlinsee,2015-08-11
fba010fea7b1e859,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Stolpsee,2015-08-31
a94990bab4562e4f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tiwarensee,2015-08-20
5ae831d544ea6bd3,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Wanzkaersee,2015-08-24
4fededff2b0dbaf5,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Grosser Wentowsee,2015-09-01
def852f820ecb1c4,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Wittwesee,2015-09-03
cd00715da932cc81,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Wurlsee,2015-09-11
0d72ef5a6ed968d0,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Bagsvaerd,2015-08-26
f6aa6187b636ad54,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Bastrup,2015-08-25
0a407c87b0fdd81f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Farum,2015-08-25
d4ebe83550ac1e98,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Fure,2015-08-26
e56d8646780d33f0,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Gyrstinge,2015-08-12
c4fbbb81c932d2c4,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Haraldsted,2015-08-12
84e8e40baf120240,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lyngby,2015-08-31
7b677fbae82c2842,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Slaen,2015-08-26
1c5dc746db3c160c,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Elistvere,2015-07-25
eeb635eb77706e37,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kaiavere,2015-07-25
fe7d06f4a79d8173,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kuremaa,2015-07-25
b4300e66bab2eb34,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lammijarv,2015-08-17
fa70efd9d2e612a0,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Peipsi,2015-08-18
7f57b9af07e82aa1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Raigastvere,2015-07-25
9de9cf041c1b1d3c,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Saadjarv,2015-08-12
12e9eadc7e2b698d,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Verevijarv,2015-08-11
9668ac8a2ce04248,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Vortsjarv,2015-08-18
1646b8fc38a6e2b9,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Abegondo-Cecebre,2015-09-08
a38bd2bb83669d47,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Albufera de Valencia,2015-08-05
2ba8e5538461c9d8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Alcantara,2015-09-03
d67cf9875cf48716,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Embalse de Arcos de la Frontera,2015-09-18
e84de7a86b667521,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Azutan,2015-08-21
5699ea8eada856a8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:La Baells,2015-08-13
1286696e980cd61f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Baxe reservoir,2015-09-10
a1f67acdd88d689f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Boadella,2015-08-10
c88813dc07f79c50,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Branas,2015-08-20
340c36799239d1ff,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Basturs petit,2015-09-02
9e826f4e7b6101b9,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Basturs,2015-09-02
10be42ba8fe951fa,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Camarones,2015-08-22
e5dda7f4ea0e134e,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Canas,2015-08-22
141590f978ceb6ea,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Cedillo,2015-09-08
fc063e90efeed162,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:As Conchas,2015-09-17
e21f53ba8c1ea4a8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Costera,2015-08-22
ff2c65d704d8bd9e,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Embalse del Cubillas,2015-07-29
90d5aff49669ddb6,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Doninos,2015-08-20
90a1ba056f5ece32,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Escondida,2015-08-22
6201be737fbde6a7,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:El Foix,2015-08-14
41122a562fc4a89a,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:As Forcadas Reservoir,2015-09-09
1bfda75ee80f4321,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Grande de Villafranca,2015-07-23
7772a9537099e58d,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Honda,2015-07-23
f876b651b35ac867,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Mequinenza Reservoir,2015-08-03
5a6cfa984bda3575,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Montcortes,2015-09-03
09296a8f0b0d3aa5,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ribarroja Reservoir,2015-08-04
1e51307f61309bce,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Rio Viejo,2015-08-22
83cde54bdbedfb0a,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Sau,2015-08-11
230391886cf35040,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Sobron Resrbvoir,2015-07-29
2fb1fd8a1be21950,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna Sur,2015-08-22
d3ac2f6296199dfb,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Embalse de Tous,2015-07-24
22b88d5a85fbf18c,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Valdecanas,2015-09-07
2180743edb1bdca8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Vallfornes,2015-08-12
aa7f9689e051ba23,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Laguna de las Yeguas,2015-07-21
0265d52b4aa39310,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Harkmerifjarden,2015-08-13
5026bcca859f108e,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Jyvasjarvi,2015-08-13
a70aec4fd616b542,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kakskerranjarvi,2015-08-05
d9179f450afa92e6,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Littoistenjarvi,2015-08-05
c1d7c86633041d14,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Muuratjarvi,2015-08-20
94401948a8c33e88,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Stortrasket,2015-08-13
169e4789a0848f56,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Vanajanselka,2015-08-31
357b6be575714c54,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Pavin,2015-09-02
dc109e9242f4f2ca,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Marathonas,2015-10-05
8ba01429da3aa7d0,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lesser Prespa,2015-09-18
5668e9a046ad5ec8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Volvi,2015-09-16
c9d034efea81019f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Bajer,2015-08-27
55b6594ed6b668d0,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Butoniga,2015-07-21
4e64181319ea81b5,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kozjak,2015-07-23
91aaf6e2411e1c9b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lesce,2015-07-12
2ee0f5ffc3c8bc56,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lokve,2015-08-20
425aae4d3fa2046e,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Malo Jezero,2015-08-24
4881ea6c44a1a603,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Njivice,2015-08-27
f7184e0bd872eef1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Peto Jezero,2015-07-31
1509f38b96066443,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ponikve,2015-08-27
1b1f24d65bc76ba7,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Prosce,2015-07-23
a846a1146191cdfe,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Savica,2015-08-21
26e525996dcf37cf,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tribali,2015-08-20
5d4b3f2516cec9a3,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Vransko,2015-08-28
ef03297cf8f7ce76,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Velencei,2015-08-07
d23e57a755e0a657,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Zamolyi,2015-08-07
bf06ac987ee0eb5a,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Colgagh Lough,2015-08-24
42142863c7fbc8df,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Corduff,2015-08-25
816a3bbac7beb148,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Milltown,2015-08-27
13e2ffbd0a0c497b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Templehouse,2015-08-25
a949df764ca70685,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Caldonazzo,2015-08-17
72412d0ca440ad85,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Campo,2015-07-22
88382daca8984e74,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Garda,2015-08-11
84d689a6f16023f9,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Iseo,2015-09-07
a232099b0ded1bae,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Levico,2015-08-03
bca0a850b8cd26ea,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Serraia,2015-07-28
2bcb6d404ce17aef,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tovel,2015-08-04
94f2c5374c06a15f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Balsys,2015-08-25
2ad737961f1038b9,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Didziulis,2015-08-14
8287b6b1b1f1cb72,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Gaustvinis,2015-08-04
adab530e313a2c7b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Gineitiskes,2015-08-12
c7bd3bc870a08512,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Gulbinas,2015-08-07
9ec4f04b4eeaa7fe,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Jieznas,2015-08-17
81b134be5d8dd7b1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lukstas,2015-08-01
5520be4c9606df00,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Mastis,2015-08-01
f8b48e927013ee17,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Niedulis,2015-08-24
a50f3d86f2572556,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Pabezninkai,2015-08-24
1de19521ead5704b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Rekyva,2015-08-03
c22539d49b50303f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Simnas,2015-08-11
cc3ae0bde99a428c,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Sitvys,2015-08-18
6f28de6c0dffbfef,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Talksa,2015-08-03
985467b6ff04d33f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Udrija,2015-08-11
05afe76c89b503fa,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Dojran,2015-09-06
167fa94767a33ac4,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ohrid,2015-09-08
06c3e8e2c5cb4b62,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Prespa,2015-09-07
dadad34735c95e4a,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Amstelveense,2015-08-12
a3d7f6dcded98e2f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Empelse put,2015-08-27
8d6bfa96b6f59e1e,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ertveldplas,2015-08-05
0271926ead191b76,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Geffense,2015-08-21
6f8ddcf11093c2b5,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Henschotermeer,2015-08-25
d17f1818f2fe95e1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kinselmeer,2015-08-12
5197b92aa5b061f9,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Meerwijkplas,2015-08-17
599507301b202d69,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Molenplas,2015-08-17
1899a92caf70e22b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Nieuwe Meer,2015-08-31
a63fa38b00227f94,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Sloterplas,2015-08-19
a24ee75012404e28,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Stooterplas,2015-09-02
5abc418f2569eb5a,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Westbroekplas,2015-08-17
a45f91d9fe92c160,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Wylerbergmeer,2015-08-11
db3484c025124270,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Akersvannet,2015-08-26
d81c391ec2cde977,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Arungen,2015-08-12
e5ae780f511663a7,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Hillestadvannet,2015-08-26
1652bc5630cf3020,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Mjaer,2015-08-19
c847f6100ff8b8b6,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ostensjovannet,2015-08-12
5306358ce87edddd,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Saebyvannet,2015-08-19
944993d728d5fa28,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Skulerudsjoen,2015-08-31
942089b1baa72fe6,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Vansjo-Storefjorden,2015-08-19
84ab46dbe0b89db2,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tunevannet,2015-08-31
bd5abc44f281fa6e,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Vansjo-Vanemfjorden,2015-08-19
15f0c9433f925b1e,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Bartezek,2015-08-12
73acd885b8b6a5ef,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Biale Sosnowickie,2015-07-22
91ab99e6524d4918,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Bninskie,2015-08-03
c09c75cdec3f5cd5,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Bukowieckie Dute,2015-08-02
5562a0052650a78a,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Bukowieckie Mate,2015-08-02
08d03a239d5f8b87,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Buszewskie,2015-08-12
4c59247c5b2684c5,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Czarne,2015-08-27
61045df4847b7ced,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Czerniakowskie,2015-08-11
0603498fd5c7212b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Debno,2015-08-04
33059a21121f35a6,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Dlugie,2015-08-26
92ddb4775c416406,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Dziekanowskie,2015-08-10
f9e26c7a545f6cd3,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Goreckie,2015-07-24
139f2528c035ac45,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Grylewskie,2015-08-02
3b92a3d82f12e6d6,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ilinskie,2015-08-12
b56568dae7a71d55,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Jaroslawieckie,2015-07-22
4612a5f7be78ef74,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Jeziorsko Reservoir,2015-08-08
b39e6383c07c7962,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kielpinskie,2015-08-10
2563eae3170994d9,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kierskie Male,2015-08-12
e1797c62c0fefd9b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kortowskie,2015-08-25
6dbb9f4436def745,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Kornickie,2015-08-03
1edefc37a4540918,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lednica,2015-08-26
11b950822658a1eb,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Leknenskie,2015-08-02
bbe2b13a3d8251d8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lodzko Dymaczewskie,2015-08-04
71afe04d1647db77,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lubosinskie,2015-08-12
c0b4042ea996ed39,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Lusowskie,2015-08-31
88b3d6f69aaf37ad,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Majcz,2015-08-25
0dcc8962f2c6b491,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Maltanski Reservoir,2015-07-28
653df98c5a098ea2,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Mikolajskie,2015-08-26
08c1e633b321f755,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Nidzkie,2015-08-06
aace2602fa31d78b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Niepruszewskie,2015-08-28
245d563318a4c529,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Pniewskie,2015-08-12
0134acf578f8e6d1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Podkowka,2015-08-26
585690ecb56c189b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Podkamycze_1,2015-08-11
16d0a5c47ced90e2,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Podkamycze_2,2015-08-11
d251564c05df178b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Powsinkowskie,2015-08-11
bec2fb2515c19536,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Probarskie,2015-08-05
18f25e13d7d1db81,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Redykajny,2015-08-26
4e6014a6b55771af,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Rogozinskie,2015-08-02
d722d638b5f6b71b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ros,2015-08-06
e420fa74ddbc5753,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Rusalka,2015-08-14
1165dda0f39e1961,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ruda Woda,2015-08-12
0f25487dee1fe932,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Rynskie,2015-08-05
701299125a79150d,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Skanda,2015-08-27
a5bd29bbabacc5e3,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Strzeszynskie,2015-08-29
75d93fd0d4c159ee,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Strykowskie,2015-08-14
cf9860d4b8c72a67,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Sulejow,2015-08-08
8e538005d9335a7c,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Sumin,2015-07-16
1808c79613c6bad1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Swarzndzkie,2015-08-03
1cc05dd64f4909c8,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Syczynskie,2015-07-16
55136ce938dd87fb,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tomaszne,2015-07-22
fcfabc772b28cbcd,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Track,2015-08-27
05f687c5ff29e30f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tyniec_1,2015-08-20
3dcd135c66b1f83c,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tyniec_2,2015-08-20
e841a6f4b4d3ecfa,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Tyrsko,2015-09-01
7086aa5022e823c2,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ukiel_1,2015-08-31
4d5af453bbf54b50,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ukiel_2,2015-08-31
1b602e030d7a24e4,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ukiel_3,2015-08-31
8a4534130e7c32ac,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Ukiel_4,2015-08-31
a0c1435c9e2dc0f1,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Uzarzewskie,2015-07-17
c2047179915bd57b,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Wolnica,2015-10-03
8883879182967ff7,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Zemborzycki,2015-07-17
82d50206d69d2201,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Azibo,2015-08-06
0d8d8bb967f3dc5f,source_ood,2,train,EMLS,EMLS,waterbody:EMLS:Azul,2015-09-08
